direction,relation,relex_relcos,sentence,term1,term2
INCREASED INTRACRANIAL PRESSURE causes PAPILLEDEMA,causes,1.0,Headache and PAPILLEDEMA may result from INCREASED INTRACRANIAL PRESSURE caused by meningeal infiltration and obstruction of the outflow of cerebrospinal fluid (CSF.,PAPILLEDEMA,INCREASED INTRACRANIAL PRESSURE
WARFARIN causes INTRACEREBRAL HEMORRHAGE,causes,0.970494958830946,"COMMENTARY  In patients taking WARFARIN the risk for major bleeding, including INTRACEREBRAL HEMORRHAGE increases significantly with INRs ≥ 4.5  (1).",INTRACEREBRAL HEMORRHAGE,WARFARIN
no_relation,causes,0.320256307610174,"1]  Manhart LE, Koutsky LA. Do condoms prevent GENITAL HPV INFECTION EXTERNAL GENITAL WARTS or cervical neoplasia.",EXTERNAL GENITAL WARTS,GENITAL HPV INFECTION
HCL causes SPLENOMEGALY,causes,0.9284766908852592,"68   Clinically, HCL typically presents as pancytopenia, SPLENOMEGALY and opportunistic infection.",SPLENOMEGALY,HCL
ENDOMETRIOMA causes ACUTE ABDOMINAL PAIN,causes,0.9901475429766742,"Occasionally, an ENDOMETRIOMA ruptures or leaks, causing ACUTE ABDOMINAL PAIN and peritoneal symptoms.",ACUTE ABDOMINAL PAIN,ENDOMETRIOMA
CALYMMATOBACTERIUM GRANULOMATIS causes GRANULOMA INGUINALE,causes,0.99654575824488,GRANULOMA INGUINALE  (Donovanosis)  GRANULOMA INGUINALE is a progressive infection of genital skin caused by  CALYMMATOBACTERIUM GRANULOMATIS,GRANULOMA INGUINALE,CALYMMATOBACTERIUM GRANULOMATIS
no_relation,causes,0.943456353049726,BACTEREMIA is the presence of BACTERIA in the bloodstream.,BACTEREMIA,BACTERIA
no_relation,causes,0.787838597158335,"c  Common Adverse Effects  0.5% solution: Discomfort, hyperemia, pruritus, tearing, lid edema, dry mouth, foreign body sensation, blanching, blurred vision, CONJUNCTIVITIS discharge, DRY EYE",DRY EYE,CONJUNCTIVITIS
GITELMAN SYNDROME causes HYPOCALCIURIA,causes,0.8660254037844392,"In contrast to patients with Bartter syndrome, who have a defect in urinary concentrating ability (normal function of the loop of Henle is needed to generate a high interstitial osmotic gradient), patients with GITELMAN SYNDROME can demonstrate normal urinary concentrating ability and have HYPOCALCIURIA",HYPOCALCIURIA,GITELMAN SYNDROME
no_relation,causes,0.6741998624632421,"Diagnosis  SEBORRHEIC KERATOSIS (SEBORRHEIC WART) consists of a sharply circumscribed, rough or smooth PAPULE or plaque that is 1 mm to several centimeters in size and dirty yellow or light to dark brown in color.",PAPULE,SEBORRHEIC KERATOSIS (SEBORRHEIC WART)
ETHOSUXIMIDE treats CHILDHOOD ABSENCE EPILEPSY,treats,1.0,In a study published in the March 2010 Pakistan Journal of Medicine it was found that ETHOSUXIMIDE was the most effective treatment for CHILDHOOD ABSENCE EPILEPSY,CHILDHOOD ABSENCE EPILEPSY,ETHOSUXIMIDE
GLIBENCLAMIDE treats MATURITY ONSET DIABETES,treats,0.78086880944303,A clinical comparison between glipizide (Glibenese ����渇�膩��臂�申�鰹申鐃順�GLIBENCLAMIDEnclamide (Daonil ����渇�膩��臂�申�鰹申鐃順�����渇���申in tMATURITY ONSET DIABETESy onset diabetes: a controlled double-blind cross-over study,MATURITY ONSET DIABETES,GLIBENCLAMIDE
INTRAVENOUS VERAPAMIL THERAPY treats IMMINENT MYOCARDIAL INFARCTION,treats,0.9760921603577252,"Hasin Y, Freiman I, Schwarz T et al. INTRAVENOUS VERAPAMIL THERAPY in IMMINENT MYOCARDIAL INFARCTION",IMMINENT MYOCARDIAL INFARCTION,INTRAVENOUS VERAPAMIL THERAPY
no_relation,treats,0.342997170285018,Prevalence of TOXIC SHOCK SYNDROME TOXIN 1 PRODUCING STAPHYLOCOCCUS AUREUS and the presence of antibodies to this superantigen in menstruating women.,TOXIC SHOCK SYNDROME,TOXIN 1 PRODUCING STAPHYLOCOCCUS AUREUS
no_relation,treats,0.31622776601683805,106  Nocardiosis  Alternative to co trimoxazole for treatment of NOCARDIOSIS   +    caused by  NOCARDIA,NOCARDIOSIS,NOCARDIA
CYTOMEGALOVIRUS (CMV SPECIFIC ANTIBODIES treats CMV INFECTION,treats,0.9970544855015808,intravenous     An immune globulin preparation containing CYTOMEGALOVIRUS (CMV SPECIFIC ANTIBODIES used to treat or prevent CMV INFECTION after organ or tissue transplantation.,CMV INFECTION,CYTOMEGALOVIRUS (CMV SPECIFIC ANTIBODIES
LEVODOPA treats PARKINSON'S DISEASE,treats,0.9970544855015808,Eighty eight patients with PARKINSON'S DISEASE were treated with LEVODOPA,PARKINSON'S DISEASE,LEVODOPA
no_relation,treats,0.676123403782813,[MAJOR BLEEDING] occurred significantly less often with [DABIGATRAN 110 MG] than warfarin; dabigatran 150 mg had similar bleeding to warfarin.,[MAJOR BLEEDING],[DABIGATRAN 110 MG]
DIAZEPAM treats BARBITURATE,treats,0.34815531191139604,In addition [DIAZEPAM] has been shown to be able to substitute for the behavioural effects of [BARBITURATE]s in a primate study.,BARBITURATE,DIAZEPAM
SERTRALINE treats POSTTRAUMATIC STRESS DISORDER,treats,1.0,"Efficacy of SERTRALINE in preventing relapse of POSTTRAUMATIC STRESS DISORDER: results of a 28 week double blind, placebo controlled study.",POSTTRAUMATIC STRESS DISORDER,SERTRALINE
CANDESARTAN CILEXETIL treats HYPERTENSION,treats,0.962250448649376,"Sever P, Holzgreve H. Long term efficacy and tolerability of CANDESARTAN CILEXETIL in patients with mild to moderate HYPERTENSION",HYPERTENSION,CANDESARTAN CILEXETIL
RANS RETINOIC ACID I treats PL I,treats,0.970494958830946, Include all tRANS RETINOIC ACID In the therapy for APL In induction combined with multiple courses of post remission chemotherapy ('4+2' or arsenic trioxide) to eradicate minimal residual disease,PL I,RANS RETINOIC ACID I
BASAL INSULIN GLARGINE treats TYPE 2 DIABETES,treats,0.832050294337844,Prandial inhaled insulin plus BASAL INSULIN GLARGINE versus twice daily biaspart insulin for TYPE 2 DIABETES: a multicentre randomised trial.,TYPE 2 DIABETES,BASAL INSULIN GLARGINE
CYCLOSPORINE treats GRAFT VERSUS HOST DISEASE,treats,0.940720868383597,"Nash RA, Pepe MS, Storb R, et al: Acute GRAFT VERSUS HOST DISEASE: analysis of risk factors after allogeneic marrow transplantation and prophylaxis with CYCLOSPORINE and methotrexate.",GRAFT VERSUS HOST DISEASE,CYCLOSPORINE
ALPRAZOLAM treats PANIC DISORDER,treats,0.997458699830735,"Nagy LM, Krystal JH, Woods SW et al. Clinical and medication outcome after short term ALPRAZOLAM and behavioral group treatment of PANIC DISORDER",PANIC DISORDER,ALPRAZOLAM
ASPIRIN treats MYOCARDIAL INFARCTION,treats,0.923380516876639,"The most appropriate role of warfarin for secondary prevention after a MYOCARDIAL INFARCTION in patients on ASPIRIN remains unclear, especially since the widespread use of dual antiplatelet therapy, and particularly given the availability of new, more potent P2Y12 inhibitors that are on the horizon.",MYOCARDIAL INFARCTION,ASPIRIN
no_relation,treats,0.577350269189626,Vaccination against NICOTINE represents a promising novel concept for treating NICOTINE ADDICTION,NICOTINE ADDICTION,NICOTINE
NICARDIPINE treats HYPERTENSION,treats,0.99124070716193,"1]  Jannet D, Carbonne B, Sebban E, Milliez JNICARDIPINE versus metoprolol in the treatment of HYPERTENSION during pregnancy: a randomized comparative trial.",HYPERTENSION,NICARDIPINE
PIROXICAM treats OSTEOARTHRITIS,treats,0.997458699830735,Double blind study comparing PIROXICAM and aspirin in the treatment of OSTEOARTHRITIS,OSTEOARTHRITIS,PIROXICAM
WARFARIN treats VTE,treats,0.997458699830735,"This finding was verified by Meschengieser and colleagues (4), who found that VTE events could be controlled by WARFARIN with lower target INR plus low dose aspirin.",VTE,WARFARIN
DALTEPARIN treats MYOCARDIAL INFARCTION,treats,0.98058067569092,"CONCLUSION  In patients who received noninvasive management for unstable coronary disease, DALTEPARIN reduced death and MYOCARDIAL INFARCTION at 1 month but not at 3 months.",MYOCARDIAL INFARCTION,DALTEPARIN
DOPAMINE treats SHOCK,treats,0.9760921603577252,Current guidelines recommend that norepinephrine or dopamine be used as the initial vasopressor in patients with septic shock and that epinephrine be used as the first chosen alternative agent if SHOCK is poorly responsive to norepinephrine or DOPAMINE ( 39.,SHOCK,DOPAMINE
SIMVASTATIN treats HYPERCHOLESTEROLEMIA,treats,1.0,"Tikkanen MJ, Laakso M, Ilmonen M et al. Treatment of HYPERCHOLESTEROLEMIA and combined hyperlipidemia with SIMVASTATIN and gemfibrozil in patients with NIDDM",HYPERCHOLESTEROLEMIA,SIMVASTATIN
ATORVASTATIN/AMLODIPINE FIXED COMBINATION THERAPY treats HYPERTENSION,treats,0.994134846772434,1  >     ATORVASTATIN/AMLODIPINE FIXED COMBINATION THERAPY for Dyslipidemias and Prevention of Cardiovascular Events (Atorvastatin) and for HYPERTENSION and/or CAD (Amlodipine)  Oral:  Use the fixed combination as a  substitute  for the individually titrated drugs.,HYPERTENSION,ATORVASTATIN/AMLODIPINE FIXED COMBINATION THERAPY
SERTRALINE treats OBSESSIVE COMPULSIVE DISORDER,treats,1.0,"Wolkow R, Alderman J, Johnston J et alSERTRALINE treatment of children and adolescents with OBSESSIVE COMPULSIVE DISORDER or depression.",OBSESSIVE COMPULSIVE DISORDER,SERTRALINE
TUM treats ACID REFLUX,treats,0.9950371902,"antacids - nexium, [TUM]s, Pepcid AC, rolaids, etc. reduces [ACID REFLUX] in the case of hiatal hernia or other.",ACID REFLUX,TUM
[RIBOFLAVIN] treats [MIGRAINE],treats,0.997458699830735,"[RIBOFLAVIN] has been rigorously studied and has demonstrated a reduction of [MIGRAINE] days and hours by 44%, although with no reduction in intensity of the headache.",[MIGRAINE],[RIBOFLAVIN]
SULFASALAZINE treats JUVENILE RHEUMATOID ARTHRITIS,treats,1.0,146  Adverse effects observed in children receiving SULFASALAZINE for management of JUVENILE RHEUMATOID ARTHRITIS generally are similar to those observed in adults with rheumatoid arthritis.,JUVENILE RHEUMATOID ARTHRITIS,SULFASALAZINE
no_relation,treats,0.346410161513775,"The history of the treatment of HEADACHE in general, and MIGRAINE in particular, spans the millennia, from the Neanderthal era to the Space Age",HEADACHE,MIGRAINE
ARICEPT treats ALZHEIMER'S DISEASE,treats,0.9974586998,"[ARICEPT], normally used for [ALZHEIMER'S DISEASE], has been shown to improve executive functioning in CADASIL patients.",ALZHEIMER'S DISEASE,ARICEPT
BAPINEUZUMAB treats ALZHEIMER'S DISEASE,treats,0.9138115486,title = Elan and Wyeth Announce Encouraging Top-line Results from Phase 2 Clinical Trial of [BAPINEUZUMAB] for [ALZHEIMER'S DISEASE].,ALZHEIMER'S DISEASE,BAPINEUZUMAB
[ORAL ANTIHISTAMINES] treats [ITCHING],treats,0.9282791216329142,Topical corticosteroids and [ORAL ANTIHISTAMINES] can alleviate the [ITCHING] and decrease the size and number of lesions.,[ITCHING],[ORAL ANTIHISTAMINES]
no_relation,treats,0.43301270189221897,[GEMTUZUMAB OZOGAMICIN MYLOTARG] 2000 humanized CD33 [ACUTE MYELOGENOUS LEUKEMIA] .,[ACUTE MYELOGENOUS LEUKEMIA],[GEMTUZUMAB OZOGAMICIN MYLOTARG]
1 MG DEXAMETHASONE SUPPRESSION treats CUSHING'S SYNDROME,treats,0.34874291623145803,"• In evaluating women for CUSHING'S SYNDROME vs. polycystic ovary syndrome, 1 MG DEXAMETHASONE SUPPRESSION or midnight cortisol was found to have better discriminatory ability than UFC ( 51.",CUSHING'S SYNDROME,1 MG DEXAMETHASONE SUPPRESSION
PIRACETAM treats APHASIA,treats,0.968495997,"[PIRACETAM] has been found to improve cognition after stroke, and reduce symptoms, such as [APHASIA].",APHASIA,PIRACETAM
ZIDOVUDINE treats ADVANCED AIDS RELATED COMPLEX,treats,0.9878291611472622,"Fischl MA, Richman DD, Causey DM et al. Prolonged ZIDOVUDINE therapy in patients with AIDS and ADVANCED AIDS RELATED COMPLEX.",ADVANCED AIDS RELATED COMPLEX,ZIDOVUDINE
no_relation,treats,0.9166984970282108,"For example, any form of [NICOTINE] hinders the process of [BONE HEALING], and adequate nutrition will help the bone healing process.",BONE HEALING,NICOTINE
SODIUM OXYBATE treats CATAPLEXY,treats,0.9918365981341752,"SODIUM OXYBATE which is more commonly known as Œ≥ hydroxybutyrate (GHB), was once classified as a schedule I control substance but has been approved recently by the Food and Drug Administration (FDA) for the treatment of CATAPLEXY.",CATAPLEXY,SODIUM OXYBATE
[2 HOMOCYSTEINE LOWERING VITAMINS] treats [STROKE],treats,0.8660254037844392,"A trial with [2 HOMOCYSTEINE LOWERING VITAMINS] in people with prior [STROKE] there was an 80% reduction in fractures, mainly hip, after 2 years.",[STROKE],[2 HOMOCYSTEINE LOWERING VITAMINS]
CONCOMITANT DROTRECOGIN ALFA treats SEPSIS,treats,0.889000889001333,"Levy M, Levi M, Williams MD et al. Comprehensive safety analysis of CONCOMITANT DROTRECOGIN ALFA (activated) and prophylactic heparin use in patients with severe SEPSIS",SEPSIS,CONCOMITANT DROTRECOGIN ALFA
BASAL INSULIN GLARGINE treats TYPE 2 DIABETES,treats,0.924500327042048,2010 06 26  Prandial inhaled insulin plus BASAL INSULIN GLARGINE versus twice daily biaspart insulin for TYPE 2 DIABETES: a multicentre randomised trial.,TYPE 2 DIABETES,BASAL INSULIN GLARGINE
ENOXAPARIN treats VENOUS THROMBOEMBOLISM,treats,1.0,"Dabigatran etexilate versus ENOXAPARIN for prevention of VENOUS THROMBOEMBOLISM after total hip replacement: a randomised, double blind, non inferiority trial.",VENOUS THROMBOEMBOLISM,ENOXAPARIN
LUPEOL treats TUMOR,treats,1.0,"Recent clinical studies have verified that red alder contains betulin and [LUPEOL], compounds shown to be effective against a variety of [TUMOR]s.",TUMOR,LUPEOL
PROCAINAMIDE treats HEMODYNAMICALLY COMPROMISING VENTRICULAR ECTOPY,treats,0.9970544855015808,"Alternative to other antiarrhythmic drugs (e.g., amiodarone, PROCAINAMIDE sotalol) for the acute treatment of HEMODYNAMICALLY COMPROMISING VENTRICULAR ECTOPY (e.g., VPCs) that occurs following myocardial ischemia or infarction or during cardiac manipulative procedures such as cardiac surgery or cardiac catheterization.",HEMODYNAMICALLY COMPROMISING VENTRICULAR ECTOPY,PROCAINAMIDE
ANTIBIOTIC treats STREP THROAT,treats,0.9630868247,[ANTIBIOTIC]s are prescribed for [STREP THROAT] at a higher rate than would be expected from its prevalence.,STREP THROAT,ANTIBIOTIC
CARVEDILOL treats MI,treats,0.970494958830946,"PubMed ID: 11356434  QUESTION  In patients with left ventricular dysfunction, does adding CARVEDILOL to the management of myocardial infarction (MI) reduce mortality and nonfatal MI",MI,CARVEDILOL
SUPPLEMENTARY FLUORIDE treats CARIES PROPHYLACTIC PURPOSE,treats,0.985329278164293,The results show that high F groundwater is prevalent and emphasize that information on domestic water supply must be available before SUPPLEMENTARY FLUORIDE is prescribed for CARIES PROPHYLACTIC PURPOSE.,CARIES PROPHYLACTIC PURPOSE,SUPPLEMENTARY FLUORIDE
no_relation,treats,0.9113223768657672,"Case reports of [HEPATITIS] have been published for the older fluoroquinolones including [CIPROFLOXACIN], ofloxacin, and norfloxacin.",HEPATITIS,CIPROFLOXACIN
"PSEUDOMONAL CEPHALOSPORIN (EG), CEFEPIME, CEFOPERAZONE treats SYSTEMIC INFECTION",treats,0.99654575824488,"SYSTEMIC INFECTION:  Parenteral therapy is required, generally with an aminoglycoside plus an antipseudomonal β lactam, anti PSEUDOMONAL CEPHALOSPORIN (EG), CEFEPIME. CEFOPERAZONE or meropenem.",SYSTEMIC INFECTION,"PSEUDOMONAL CEPHALOSPORIN (EG), CEFEPIME, CEFOPERAZONE"
no_relation,treats,0.538815906080325,A nonselective β blocker did not prevent gastroesophageal varices in cirrhosis and portal hypertension  Gastroenterology  About Star Ratings  Keywords: Adrenergic beta antagonists Esophageal and GASTRIC VARICES HYPERTENSION PORTAL LIVER CIRRHOSIS TIMOLOL  ACP Journal Club.,GASTRIC VARICES HYPERTENSION,PORTAL LIVER CIRRHOSIS TIMOLOL
[ZOLINZA] treats [LATENTLY HIV INFECTED T CELLS],treats,0.995893206467704,[ZOLINZA] was recently shown to have both in vitro and in vivo effects against [LATENTLY HIV INFECTED T CELLS].,[LATENTLY HIV INFECTED T CELLS],[ZOLINZA]
GABAPENTIN treats PAIN,treats,0.9970544855015808,"Wiffen PJ, McQuay HJ, Edwards JE et alGABAPENTIN for acute and chronic PAIN",PAIN,GABAPENTIN
RECOMBINANT HUMAN ACTIVATED PROTEIN C treats SEPSIS,treats,0.650944554904119,"DESIGN  Cost effectiveness analysis from a patient perspective using a Markov model with benefit data from a {randomized (allocation concealed*), blinded (clinicians and patients),* placebo controlled trial with 28 day follow up (RECOMBINANT HUMAN ACTIVATED PROTEIN C Worldwide Evaluation in Severe SEPSIS [PROWESS]) +.",SEPSIS,RECOMBINANT HUMAN ACTIVATED PROTEIN C
CARBAMAZEPINE treats TRIGEMINAL NEURALGIA,treats,0.9838699100999068,Other trials studied chronic pain: CARBAMAZEPINE was effective in 3 of 4 trials in TRIGEMINAL NEURALGIA and lamotrigine was no more effective than placebo in 1 trial (Table.,TRIGEMINAL NEURALGIA,CARBAMAZEPINE
LINDANE 1% treats SCABIES,treats,0.939912539985549,"• An extensive review of medical literature on the treatment of scabies concluded that LINDANE 1% and permethrin 5% were both effective treatments for SCABIES but that lindane should be used with extreme caution, especially in infants, young children, pregnant females, and lactating women because of possible neurotoxicity ( 46.",SCABIES,LINDANE 1%
[SUNSCREENS AND ORAL VITAMIN C] treats [FLARES],treats,1.0,Some patients are able to prevent [FLARES] with use of topical [SUNSCREENS AND ORAL VITAMIN C].,[FLARES],[SUNSCREENS AND ORAL VITAMIN C]
no_relation,treats,0.4803844614,Individuals already diagnosed with [OSTEOPENIA] or osteoporosis should discuss their exercise program with their physician to avoid [FRACTURE]s.,OSTEOPENIA,FRACTURE
CAPSAICIN treats INTERCOURSE RELATED PAIN,treats,1.0,• Topical application of CAPSAICIN for 12 weeks may reduce daily and INTERCOURSE RELATED PAIN; adjunctive treatment with topical lidocaine is often necessary.,INTERCOURSE RELATED PAIN,CAPSAICIN
MSM treats SEASONAL ALLERGIC RHINITIS,treats,0.9878291611472622,[SEASONAL ALLERGIC RHINITIS]: Barrager et al. evaluated the efficacy of [MSM] for hayfever.,SEASONAL ALLERGIC RHINITIS,MSM
[INTRA ARTERIAL IODINE 131 LIPIODOL ADMINISTRATION] treats [VEIN THROMBUS],treats,0.971285862357264,"[INTRA ARTERIAL IODINE 131 LIPIODOL ADMINISTRATION] Efficacy demonstrated in unresectable patients, those with portal [VEIN THROMBUS]",[VEIN THROMBUS],[INTRA ARTERIAL IODINE 131 LIPIODOL ADMINISTRATION]
DIAZEPAM treats OVERT STATUS EPILEPTICUS,treats,0.99654575824488,Treatment success of 4 drug therapies for status epilepticus at 12 hours  Drug therapies              Success rates OVERT STATUS EPILEPTICUS      Subtle status epilepticus Lorazepam                 67.0%                       26.1% Phenobarbital             63.0%                       24.4% Phenytoin                 51.0%                       19.5% DIAZEPAM and phenytoin    59.6%                       23.4%    COMMENTARY  Generalized convulsive status epilepticus requires prompt treatment to prevent death or serious brain injury.,OVERT STATUS EPILEPTICUS,DIAZEPAM
POLYMYXIN B treats EXTERNAL OTITIS,treats,0.9918365981341752,Localized infection:  EXTERNAL OTITIS is treated with 1% acetic acid irrigations or topical agents such as POLYMYXIN B or colistin.,EXTERNAL OTITIS,POLYMYXIN B
DOXYCYCLINE treats MALARIA,treats,0.9578262852211508,"For nonimmune people traveling in areas where MALARIA is due to chloroquine resistant  P. falciparum  and  P. vivax , mefloquine, DOXYCYCLINE or atovaquone plus proguanil hydrochloride may be recommended.",MALARIA,DOXYCYCLINE
CHONDROITIN SULFATE treats OSTEOARTHRITIS,treats,0.9045340337332908,"REVIEW SCOPE  Included studies compared glucosamine sulfate, glucosamine hydrochloride, CHONDROITIN SULFATE or a combination of 2 of the drugs with each other or placebo and included ≥ 100 patients with OSTEOARTHRITIS of the hip or knee in each treatment group.",OSTEOARTHRITIS,CHONDROITIN SULFATE
no_relation,treats,0.609994281330419,"Fluid resuscitation:  IV fluids are initiated as for any patient with HYPOVOLEMIA OR HEMORRHAGIC SHOCK (see  Intravenous Fluid Resuscitation ): healthy adults are given normal saline IV in 500  to 1000 mL aliquots until signs of HYPOVOLEMIA remit—up to a maximum of 2 L (for children 20 mL/kg, which may be repeated once.",HYPOVOLEMIA OR HEMORRHAGIC SHOCK,HYPOVOLEMIA
DIMENHYDRINATE MECLIZINE ANTI EMETICS treats VESTIBULAR ORIGIN AND VERTIGO MAY MASK SYMPTOMS,treats,0.9539980920057242,"e.g., DIMENHYDRINATE MECLIZINE ANTI EMETICS that suppress nausea and vomiting of VESTIBULAR ORIGIN AND VERTIGO MAY MASK SYMPTOMS of vestibular ototoxicity [ 23 ]    Bacitracin Possible increased incidence of nephrotoxicity and/or neurotoxicity [ 1 , 2 ] Avoid concurrent or sequential use, if possible [ 1 , 2 ]   β Lactam antibiotics (cephalosporins, penicillins.",VESTIBULAR ORIGIN AND VERTIGO MAY MASK SYMPTOMS,DIMENHYDRINATE MECLIZINE ANTI EMETICS
no_relation,treats,0.7330166661378309,The number of patients with well controlled HYPERTENSION is alarmingly low worldwide and new approaches to treatment of INCREASED BLOOD PRESSURE (BP) are being sought.,INCREASED BLOOD PRESSURE,HYPERTENSION
Α (HUMAN LEUKOCYTE INTERFERON) treats RENAL CELL CARCINOMA,treats,0.9578262852211508,"Figlin RA, deKernlon JB, Maldazys J et al. Treatment of RENAL CELL CARCINOMA with Α (HUMAN LEUKOCYTE INTERFERON) and vinblastine in combination: a phase I II trial.",RENAL CELL CARCINOMA,Α (HUMAN LEUKOCYTE INTERFERON)
IV AMPHOTERICIN B treats SEVERE DISSEMINATED HISTOPLASMOSIS,treats,0.9950371902099888,"441  HIV infected infants and children with moderately severe to SEVERE DISSEMINATED HISTOPLASMOSIS: Initial regimen of IV AMPHOTERICIN B given for at least 1 2 weeks, followed by itraconazole (oral solution) 2 5 mg/kg (up to 200 mg) 3 times daily for 3 days, then 2 5 mg/kg (up to 200 mg) twice daily for 12 months.",SEVERE DISSEMINATED HISTOPLASMOSIS,IV AMPHOTERICIN B
[CONCOMITANT METHOTREXATE: A RANDOMISED PHASE] treats [RHEUMATOID ARTHRITIS],treats,0.95257934441568,title = Infliximab versus placebo in [RHEUMATOID ARTHRITIS] patients receiving [CONCOMITANT METHOTREXATE: A RANDOMISED PHASE] III trial.,[RHEUMATOID ARTHRITIS],[CONCOMITANT METHOTREXATE: A RANDOMISED PHASE]
PEGINTERFERON treats CHRONIC HEPATITIS C,treats,0.9918365981341752,"cirrhosis mortality rates in Britain from 1950 to 2002: an analysis of routine data  Effectiveness and safety of baclofen for maintenance of alcohol abstinence in alcohol dependent patients with liver cirrhosis: randomised, double blind controlled study  Non peptide arginine vasopressin antagonists: the vaptans  New England Journal of Medicine  Prolonged therapy of advanced CHRONIC HEPATITIS C with low dose PEGINTERFERON",CHRONIC HEPATITIS C,PEGINTERFERON
CEFTRIAXONE treats NEUROLOGIC LYME DISEASE,treats,0.995893206467704,• CEFTRIAXONE is the most well studied antibiotic for treatment of patients with more severe NEUROLOGIC LYME DISEASE ( 13 ;  60 ;  61.,NEUROLOGIC LYME DISEASE,CEFTRIAXONE
[CAPHOSOL] treats [ORAL MUCOSITIS],treats,1.0,Patients at risk of [ORAL MUCOSITIS] were given [CAPHOSOL] and instructed to rinse 4 10 times daily depending on the severity of the mucositis.,[ORAL MUCOSITIS],[CAPHOSOL]
PANTOPRAZOLE treats GASTRO OESOPHAGEAL REFLUX DISEASE,treats,0.920574617898323,"upper gastrointestinal symptoms: a randomized placebo controlled trial  Meta analysis: the relationship between Helicobacter pylori infection and gastro oesophageal reflux disease  Once daily PANTOPRAZOLE 40 mg and esomeprazole 40 mg have equivalent overall efficacy in relieving GERD related symptoms  Is there any association between myocardial infarction, GASTRO OESOPHAGEAL REFLUX DISEASE and acid suppressing drugs.",GASTRO OESOPHAGEAL REFLUX DISEASE,PANTOPRAZOLE
NEUROLEPTIC AGENTS treats NMS,treats,0.953462589245592,"Some patients who have recovered from NMS have subsequently received NEUROLEPTIC AGENTS without suffering recurrences of NMS, but recurrent NMS does develop in 30% of patients who are rechallenged with neuroleptics.",NMS,NEUROLEPTIC AGENTS
no_relation,treats,0.34815531191139604,"The term MSA has supplanted the former terms Shy Drager syndrome, striatonigral degeneration, and OLIVOPONTOCEREBELLAR ATROPHY because it has come to be understood that these seemingly distinctive diseases are simply different expressions of the same condition.",OLIVOPONTOCEREBELLAR ATROPHY,MSA
HEPARIN treats PULMONARY EMBOLISM,treats,1.0,"Buller HR, Davidson BL, Decousus H et al. Subcutaneous fondaparinux versus intravenous unfractionated HEPARIN in the initial treatment of PULMONARY EMBOLISM",PULMONARY EMBOLISM,HEPARIN
AMPICILLIN treats SALMONELLA ISOLATES,treats,0.843274042711568,"SALMONELLA ISOLATES were found to be susceptible to chloramphenicol, kanamycin, AMPICILLIN and tetracycline.",SALMONELLA ISOLATES,AMPICILLIN
PATIENT INITIATED FAMCICLOVIR THERAPY treats RECURRENT GENITAL HERPES,treats,0.946729262406258,"Aoki F, Tyring S, Diaz Mitoma F et al. Single day, PATIENT INITIATED FAMCICLOVIR THERAPY for RECURRENT GENITAL HERPES: a randomized, double blind, placebo controlled trial.",RECURRENT GENITAL HERPES,PATIENT INITIATED FAMCICLOVIR THERAPY
[TOPICAL AND SYSTEMIC CORTICOSTEROIDS] treats [HALOGENODERMA],treats,0.953462589245592,"Medications given for [HALOGENODERMA] may include [TOPICAL AND SYSTEMIC CORTICOSTEROIDS] diuretics, and cyclosporine.",[HALOGENODERMA],[TOPICAL AND SYSTEMIC CORTICOSTEROIDS]
METHACHOLINE treats BRONCHIAL HYPERREACTIVITY,treats,0.6933752452815359,"We found that genetically mast cell deficient WBB6F(1) W/W(v) mice that were sensitized to ovalbumin (OVA) without adjuvant, then challenged repetitively with antigen intranasally, exhibited much weaker responses in terms of BRONCHIAL HYPERREACTIVITY to aerosolized METHACHOLINE lung tissue eosinophil infiltration, and numbers of proliferating cells within the airway epithelium than did identically treated WBB6F(1) +/+ normal mice.",BRONCHIAL HYPERREACTIVITY,METHACHOLINE
METHOTREXATE treats MOLE,treats,0.9773555549,Invasive or metastatic [MOLE]s may require chemotherapy and often respond well to [METHOTREXATE].,MOLE,METHOTREXATE
PHARMACOKINETICS OF TERBINAFINE treats TINEA CAPITIS,treats,0.979957887012223,"Abdel Rahman SM, Herron J, Fallon Friedlander S et al. PHARMACOKINETICS OF TERBINAFINE in young children treated for TINEA CAPITIS.",TINEA CAPITIS,PHARMACOKINETICS OF TERBINAFINE
SODIUM BICARBONATE treats HYPERKALEMIA,treats,0.9838699100999068,"256  If HYPERKALEMIA occurs, immediately discontinue and treat as indicated with parenteral calcium chloride, SODIUM BICARBONATE and/or oral or parenteral glucose with a rapid acting insulin preparation.",HYPERKALEMIA,SODIUM BICARBONATE
OLANZAPINE treats BIPOLAR DISORDER,treats,1.0,"Section 17.14, Need for comprehensive Treatment Program in Pediatric Patients: OLANZAPINE is indicated as an integral part of a total treatment program for pediatric patients with schizophrenia and BIPOLAR DISORDER that may include other measures (psychological, educational, social) for patients with the disorder.",BIPOLAR DISORDER,OLANZAPINE
[ACYCLOVIR] treats [NEONATAL HERPES SIMPLEX VIRUS INFECTION],treats,0.923380516876639,title=A controlled trial comparing vidarabine with [ACYCLOVIR] in [NEONATAL HERPES SIMPLEX VIRUS INFECTION],[NEONATAL HERPES SIMPLEX VIRUS INFECTION],[ACYCLOVIR]
