,direction,relation,relex_relcos,sentence,term1,term2
11520,no_relation,treats,0.485642931178632,164  Babesiosis  Treatment of BABESIOSIS   +    caused by  BABESIA MICROTI.,BABESIOSIS,BABESIA MICROTI
11521,BABESIA MICROTI treats BABESIOSIS,treats,0.485642931178632,164  Babesiosis  Treatment of BABESIOSIS   +    caused by  BABESIA MICROTI.,BABESIOSIS,BABESIA MICROTI
11522,BABESIOSIS treats BABESIA MICROTI,treats,0.485642931178632,164  Babesiosis  Treatment of BABESIOSIS   +    caused by  BABESIA MICROTI.,BABESIOSIS,BABESIA MICROTI
11523,no_relation,treats,0.485642931178632,164  Babesiosis  Treatment of BABESIOSIS   +    caused by  BABESIA MICROTI.,BABESIOSIS,BABESIA MICROTI
11524,no_relation,treats,0.485642931178632,164  Babesiosis  Treatment of BABESIOSIS   +    caused by  BABESIA MICROTI.,BABESIOSIS,BABESIA MICROTI
11525,BABESIOSIS treats BABESIA MICROTI,treats,0.485642931178632,164  Babesiosis  Treatment of BABESIOSIS   +    caused by  BABESIA MICROTI.,BABESIOSIS,BABESIA MICROTI
11526,BABESIOSIS treats BABESIA MICROTI,treats,0.485642931178632,164  Babesiosis  Treatment of BABESIOSIS   +    caused by  BABESIA MICROTI.,BABESIOSIS,BABESIA MICROTI
11527,FOMEPIZOLE treats ETHYLENE GLYCOL POISONING,treats,0.9970544855015808,[FOMEPIZOLE] has been shown to be highly effective as an antidote for [ETHYLENE GLYCOL POISONING].,ETHYLENE GLYCOL POISONING,FOMEPIZOLE
11528,FOMEPIZOLE treats ETHYLENE GLYCOL POISONING,treats,0.9970544855015808,[FOMEPIZOLE] has been shown to be highly effective as an antidote for [ETHYLENE GLYCOL POISONING].,ETHYLENE GLYCOL POISONING,FOMEPIZOLE
11529,FOMEPIZOLE treats ETHYLENE GLYCOL POISONING,treats,0.9970544855015808,[FOMEPIZOLE] has been shown to be highly effective as an antidote for [ETHYLENE GLYCOL POISONING].,ETHYLENE GLYCOL POISONING,FOMEPIZOLE
11530,ETHYLENE GLYCOL POISONING treats FOMEPIZOLE,treats,0.9970544855015808,[FOMEPIZOLE] has been shown to be highly effective as an antidote for [ETHYLENE GLYCOL POISONING].,ETHYLENE GLYCOL POISONING,FOMEPIZOLE
11531,FOMEPIZOLE treats ETHYLENE GLYCOL POISONING,treats,0.9970544855015808,[FOMEPIZOLE] has been shown to be highly effective as an antidote for [ETHYLENE GLYCOL POISONING].,ETHYLENE GLYCOL POISONING,FOMEPIZOLE
11532,FOMEPIZOLE treats ETHYLENE GLYCOL POISONING,treats,0.9970544855015808,[FOMEPIZOLE] has been shown to be highly effective as an antidote for [ETHYLENE GLYCOL POISONING].,ETHYLENE GLYCOL POISONING,FOMEPIZOLE
11533,FOMEPIZOLE treats ETHYLENE GLYCOL POISONING,treats,0.9970544855015808,[FOMEPIZOLE] has been shown to be highly effective as an antidote for [ETHYLENE GLYCOL POISONING].,ETHYLENE GLYCOL POISONING,FOMEPIZOLE
11534,NYSTATIN treats ORAL CANDIDIASIS,treats,0.994134846772434,"Treatment  ORAL CANDIDIASIS can be treated with topical anti fungal drugs, such as NYSTATIN miconazole, Gentian violet or amphotericin B. Topical therapy is given as an oral suspension which is washed around the mouth and then swallowed by the patient.",ORAL CANDIDIASIS,NYSTATIN
11535,NYSTATIN treats ORAL CANDIDIASIS,treats,0.994134846772434,"Treatment  ORAL CANDIDIASIS can be treated with topical anti fungal drugs, such as NYSTATIN miconazole, Gentian violet or amphotericin B. Topical therapy is given as an oral suspension which is washed around the mouth and then swallowed by the patient.",ORAL CANDIDIASIS,NYSTATIN
11536,NYSTATIN treats ORAL CANDIDIASIS,treats,0.994134846772434,"Treatment  ORAL CANDIDIASIS can be treated with topical anti fungal drugs, such as NYSTATIN miconazole, Gentian violet or amphotericin B. Topical therapy is given as an oral suspension which is washed around the mouth and then swallowed by the patient.",ORAL CANDIDIASIS,NYSTATIN
11537,NYSTATIN treats ORAL CANDIDIASIS,treats,0.994134846772434,"Treatment  ORAL CANDIDIASIS can be treated with topical anti fungal drugs, such as NYSTATIN miconazole, Gentian violet or amphotericin B. Topical therapy is given as an oral suspension which is washed around the mouth and then swallowed by the patient.",ORAL CANDIDIASIS,NYSTATIN
11538,NYSTATIN treats ORAL CANDIDIASIS,treats,0.994134846772434,"Treatment  ORAL CANDIDIASIS can be treated with topical anti fungal drugs, such as NYSTATIN miconazole, Gentian violet or amphotericin B. Topical therapy is given as an oral suspension which is washed around the mouth and then swallowed by the patient.",ORAL CANDIDIASIS,NYSTATIN
11539,NYSTATIN treats ORAL CANDIDIASIS,treats,0.994134846772434,"Treatment  ORAL CANDIDIASIS can be treated with topical anti fungal drugs, such as NYSTATIN miconazole, Gentian violet or amphotericin B. Topical therapy is given as an oral suspension which is washed around the mouth and then swallowed by the patient.",ORAL CANDIDIASIS,NYSTATIN
11540,NYSTATIN treats ORAL CANDIDIASIS,treats,0.994134846772434,"Treatment  ORAL CANDIDIASIS can be treated with topical anti fungal drugs, such as NYSTATIN miconazole, Gentian violet or amphotericin B. Topical therapy is given as an oral suspension which is washed around the mouth and then swallowed by the patient.",ORAL CANDIDIASIS,NYSTATIN
11541,ATORVASTATIN treats TYPE 2 DIABETES,treats,0.9113223769,"title=Reduction in cardiovascular events with [ATORVASTATIN] in 2,532 patients with [TYPE 2 DIABETES]: Anglo-Scandinavian Cardiac Outcomes Triallipid-lowering arm .",TYPE 2 DIABETES,ATORVASTATIN
11542,ATORVASTATIN treats TYPE 2 DIABETES,treats,0.9113223769,"title=Reduction in cardiovascular events with [ATORVASTATIN] in 2,532 patients with [TYPE 2 DIABETES]: Anglo-Scandinavian Cardiac Outcomes Triallipid-lowering arm .",TYPE 2 DIABETES,ATORVASTATIN
11543,ATORVASTATIN treats TYPE 2 DIABETES,treats,0.9113223769,"title=Reduction in cardiovascular events with [ATORVASTATIN] in 2,532 patients with [TYPE 2 DIABETES]: Anglo-Scandinavian Cardiac Outcomes Triallipid-lowering arm .",TYPE 2 DIABETES,ATORVASTATIN
11544,no_relation,treats,0.9113223769,"title=Reduction in cardiovascular events with [ATORVASTATIN] in 2,532 patients with [TYPE 2 DIABETES]: Anglo-Scandinavian Cardiac Outcomes Triallipid-lowering arm .",TYPE 2 DIABETES,ATORVASTATIN
11545,no_relation,treats,0.9113223769,"title=Reduction in cardiovascular events with [ATORVASTATIN] in 2,532 patients with [TYPE 2 DIABETES]: Anglo-Scandinavian Cardiac Outcomes Triallipid-lowering arm .",TYPE 2 DIABETES,ATORVASTATIN
11546,no_relation,treats,0.9113223769,"title=Reduction in cardiovascular events with [ATORVASTATIN] in 2,532 patients with [TYPE 2 DIABETES]: Anglo-Scandinavian Cardiac Outcomes Triallipid-lowering arm .",TYPE 2 DIABETES,ATORVASTATIN
11547,ATORVASTATIN treats TYPE 2 DIABETES,treats,0.9113223769,"title=Reduction in cardiovascular events with [ATORVASTATIN] in 2,532 patients with [TYPE 2 DIABETES]: Anglo-Scandinavian Cardiac Outcomes Triallipid-lowering arm .",TYPE 2 DIABETES,ATORVASTATIN
11548,AMPHOTERICIN B treats NEUTROPENIA,treats,0.9918365981341752,"The study by Boogaerts and colleagues, although limited by its open design and a slightly older amphotericin B patient group, showed that empiric itraconazole was as effective as empiric AMPHOTERICIN B for eliminating fever and NEUTROPENIA in patients with hematologic cancer.",NEUTROPENIA,AMPHOTERICIN B
11549,NEUTROPENIA treats AMPHOTERICIN B,treats,0.9918365981341752,"The study by Boogaerts and colleagues, although limited by its open design and a slightly older amphotericin B patient group, showed that empiric itraconazole was as effective as empiric AMPHOTERICIN B for eliminating fever and NEUTROPENIA in patients with hematologic cancer.",NEUTROPENIA,AMPHOTERICIN B
11550,AMPHOTERICIN B treats NEUTROPENIA,treats,0.9918365981341752,"The study by Boogaerts and colleagues, although limited by its open design and a slightly older amphotericin B patient group, showed that empiric itraconazole was as effective as empiric AMPHOTERICIN B for eliminating fever and NEUTROPENIA in patients with hematologic cancer.",NEUTROPENIA,AMPHOTERICIN B
11551,AMPHOTERICIN B treats NEUTROPENIA,treats,0.9918365981341752,"The study by Boogaerts and colleagues, although limited by its open design and a slightly older amphotericin B patient group, showed that empiric itraconazole was as effective as empiric AMPHOTERICIN B for eliminating fever and NEUTROPENIA in patients with hematologic cancer.",NEUTROPENIA,AMPHOTERICIN B
11552,AMPHOTERICIN B treats NEUTROPENIA,treats,0.9918365981341752,"The study by Boogaerts and colleagues, although limited by its open design and a slightly older amphotericin B patient group, showed that empiric itraconazole was as effective as empiric AMPHOTERICIN B for eliminating fever and NEUTROPENIA in patients with hematologic cancer.",NEUTROPENIA,AMPHOTERICIN B
11553,AMPHOTERICIN B treats NEUTROPENIA,treats,0.9918365981341752,"The study by Boogaerts and colleagues, although limited by its open design and a slightly older amphotericin B patient group, showed that empiric itraconazole was as effective as empiric AMPHOTERICIN B for eliminating fever and NEUTROPENIA in patients with hematologic cancer.",NEUTROPENIA,AMPHOTERICIN B
11554,AMPHOTERICIN B treats NEUTROPENIA,treats,0.9918365981341752,"The study by Boogaerts and colleagues, although limited by its open design and a slightly older amphotericin B patient group, showed that empiric itraconazole was as effective as empiric AMPHOTERICIN B for eliminating fever and NEUTROPENIA in patients with hematologic cancer.",NEUTROPENIA,AMPHOTERICIN B
11555,TOPICAL 0.2% GLYCERYL TRINITRATE OINTMENT treats ANAL FISSURES,treats,0.994134846772434,TOPICAL 0.2% GLYCERYL TRINITRATE OINTMENT for ANAL FISSURES: long term efficacy in routine clinical practice.,ANAL FISSURES,TOPICAL 0.2% GLYCERYL TRINITRATE OINTMENT
11556,TOPICAL 0.2% GLYCERYL TRINITRATE OINTMENT treats ANAL FISSURES,treats,0.994134846772434,TOPICAL 0.2% GLYCERYL TRINITRATE OINTMENT for ANAL FISSURES: long term efficacy in routine clinical practice.,ANAL FISSURES,TOPICAL 0.2% GLYCERYL TRINITRATE OINTMENT
11557,TOPICAL 0.2% GLYCERYL TRINITRATE OINTMENT treats ANAL FISSURES,treats,0.994134846772434,TOPICAL 0.2% GLYCERYL TRINITRATE OINTMENT for ANAL FISSURES: long term efficacy in routine clinical practice.,ANAL FISSURES,TOPICAL 0.2% GLYCERYL TRINITRATE OINTMENT
11558,TOPICAL 0.2% GLYCERYL TRINITRATE OINTMENT treats ANAL FISSURES,treats,0.994134846772434,TOPICAL 0.2% GLYCERYL TRINITRATE OINTMENT for ANAL FISSURES: long term efficacy in routine clinical practice.,ANAL FISSURES,TOPICAL 0.2% GLYCERYL TRINITRATE OINTMENT
11559,TOPICAL 0.2% GLYCERYL TRINITRATE OINTMENT treats ANAL FISSURES,treats,0.994134846772434,TOPICAL 0.2% GLYCERYL TRINITRATE OINTMENT for ANAL FISSURES: long term efficacy in routine clinical practice.,ANAL FISSURES,TOPICAL 0.2% GLYCERYL TRINITRATE OINTMENT
11560,TOPICAL 0.2% GLYCERYL TRINITRATE OINTMENT treats ANAL FISSURES,treats,0.994134846772434,TOPICAL 0.2% GLYCERYL TRINITRATE OINTMENT for ANAL FISSURES: long term efficacy in routine clinical practice.,ANAL FISSURES,TOPICAL 0.2% GLYCERYL TRINITRATE OINTMENT
11561,TOPICAL 0.2% GLYCERYL TRINITRATE OINTMENT treats ANAL FISSURES,treats,0.994134846772434,TOPICAL 0.2% GLYCERYL TRINITRATE OINTMENT for ANAL FISSURES: long term efficacy in routine clinical practice.,ANAL FISSURES,TOPICAL 0.2% GLYCERYL TRINITRATE OINTMENT
11562,CLOMIPRAMINE treats DEPRESSION,treats,0.9716656205775172,"Cattiez PH, Dierick M, Troisfontaines B et al. Moclobemide (Ro 11  1163) vsCLOMIPRAMINE in the treatment of DEPRESSION: a double blind multicenter study in Belgium.",DEPRESSION,CLOMIPRAMINE
11563,no_relation,treats,0.9716656205775172,"Cattiez PH, Dierick M, Troisfontaines B et al. Moclobemide (Ro 11  1163) vsCLOMIPRAMINE in the treatment of DEPRESSION: a double blind multicenter study in Belgium.",DEPRESSION,CLOMIPRAMINE
11564,CLOMIPRAMINE treats DEPRESSION,treats,0.9716656205775172,"Cattiez PH, Dierick M, Troisfontaines B et al. Moclobemide (Ro 11  1163) vsCLOMIPRAMINE in the treatment of DEPRESSION: a double blind multicenter study in Belgium.",DEPRESSION,CLOMIPRAMINE
11565,CLOMIPRAMINE treats DEPRESSION,treats,0.9716656205775172,"Cattiez PH, Dierick M, Troisfontaines B et al. Moclobemide (Ro 11  1163) vsCLOMIPRAMINE in the treatment of DEPRESSION: a double blind multicenter study in Belgium.",DEPRESSION,CLOMIPRAMINE
11566,CLOMIPRAMINE treats DEPRESSION,treats,0.9716656205775172,"Cattiez PH, Dierick M, Troisfontaines B et al. Moclobemide (Ro 11  1163) vsCLOMIPRAMINE in the treatment of DEPRESSION: a double blind multicenter study in Belgium.",DEPRESSION,CLOMIPRAMINE
11567,CLOMIPRAMINE treats DEPRESSION,treats,0.9716656205775172,"Cattiez PH, Dierick M, Troisfontaines B et al. Moclobemide (Ro 11  1163) vsCLOMIPRAMINE in the treatment of DEPRESSION: a double blind multicenter study in Belgium.",DEPRESSION,CLOMIPRAMINE
11568,CLOMIPRAMINE treats DEPRESSION,treats,0.9716656205775172,"Cattiez PH, Dierick M, Troisfontaines B et al. Moclobemide (Ro 11  1163) vsCLOMIPRAMINE in the treatment of DEPRESSION: a double blind multicenter study in Belgium.",DEPRESSION,CLOMIPRAMINE
11569,[LOW MOLECULAR WEIGHT HEPARIN] treats [WARFARIN'S TERATOGENICITY],treats,0.437594974493684,"During pregnancy, [LOW MOLECULAR WEIGHT HEPARIN] and low dose aspirin are used instead of warfarin because of [WARFARIN'S TERATOGENICITY]",[WARFARIN'S TERATOGENICITY],[LOW MOLECULAR WEIGHT HEPARIN]
11570,no_relation,treats,0.437594974493684,"During pregnancy, [LOW MOLECULAR WEIGHT HEPARIN] and low dose aspirin are used instead of warfarin because of [WARFARIN'S TERATOGENICITY]",[WARFARIN'S TERATOGENICITY],[LOW MOLECULAR WEIGHT HEPARIN]
11571,[LOW MOLECULAR WEIGHT HEPARIN] treats [WARFARIN'S TERATOGENICITY],treats,0.437594974493684,"During pregnancy, [LOW MOLECULAR WEIGHT HEPARIN] and low dose aspirin are used instead of warfarin because of [WARFARIN'S TERATOGENICITY]",[WARFARIN'S TERATOGENICITY],[LOW MOLECULAR WEIGHT HEPARIN]
11572,no_relation,treats,0.437594974493684,"During pregnancy, [LOW MOLECULAR WEIGHT HEPARIN] and low dose aspirin are used instead of warfarin because of [WARFARIN'S TERATOGENICITY]",[WARFARIN'S TERATOGENICITY],[LOW MOLECULAR WEIGHT HEPARIN]
11573,no_relation,treats,0.437594974493684,"During pregnancy, [LOW MOLECULAR WEIGHT HEPARIN] and low dose aspirin are used instead of warfarin because of [WARFARIN'S TERATOGENICITY]",[WARFARIN'S TERATOGENICITY],[LOW MOLECULAR WEIGHT HEPARIN]
11574,no_relation,treats,0.437594974493684,"During pregnancy, [LOW MOLECULAR WEIGHT HEPARIN] and low dose aspirin are used instead of warfarin because of [WARFARIN'S TERATOGENICITY]",[WARFARIN'S TERATOGENICITY],[LOW MOLECULAR WEIGHT HEPARIN]
11575,no_relation,treats,0.437594974493684,"During pregnancy, [LOW MOLECULAR WEIGHT HEPARIN] and low dose aspirin are used instead of warfarin because of [WARFARIN'S TERATOGENICITY]",[WARFARIN'S TERATOGENICITY],[LOW MOLECULAR WEIGHT HEPARIN]
11576,AMPHOTERICIN B treats SPOROTRICHOSIS,treats,0.9838699100999068,"146 ,   429 ,   436  IV AMPHOTERICIN B is the drug of choice for initial treatment of severe, life threatening sporotrichosis and whenever SPOROTRICHOSIS is disseminated or has CNS involvement.",SPOROTRICHOSIS,AMPHOTERICIN B
11577,AMPHOTERICIN B treats SPOROTRICHOSIS,treats,0.9838699100999068,"146 ,   429 ,   436  IV AMPHOTERICIN B is the drug of choice for initial treatment of severe, life threatening sporotrichosis and whenever SPOROTRICHOSIS is disseminated or has CNS involvement.",SPOROTRICHOSIS,AMPHOTERICIN B
11578,AMPHOTERICIN B treats SPOROTRICHOSIS,treats,0.9838699100999068,"146 ,   429 ,   436  IV AMPHOTERICIN B is the drug of choice for initial treatment of severe, life threatening sporotrichosis and whenever SPOROTRICHOSIS is disseminated or has CNS involvement.",SPOROTRICHOSIS,AMPHOTERICIN B
11579,AMPHOTERICIN B treats SPOROTRICHOSIS,treats,0.9838699100999068,"146 ,   429 ,   436  IV AMPHOTERICIN B is the drug of choice for initial treatment of severe, life threatening sporotrichosis and whenever SPOROTRICHOSIS is disseminated or has CNS involvement.",SPOROTRICHOSIS,AMPHOTERICIN B
11580,AMPHOTERICIN B treats SPOROTRICHOSIS,treats,0.9838699100999068,"146 ,   429 ,   436  IV AMPHOTERICIN B is the drug of choice for initial treatment of severe, life threatening sporotrichosis and whenever SPOROTRICHOSIS is disseminated or has CNS involvement.",SPOROTRICHOSIS,AMPHOTERICIN B
11581,AMPHOTERICIN B treats SPOROTRICHOSIS,treats,0.9838699100999068,"146 ,   429 ,   436  IV AMPHOTERICIN B is the drug of choice for initial treatment of severe, life threatening sporotrichosis and whenever SPOROTRICHOSIS is disseminated or has CNS involvement.",SPOROTRICHOSIS,AMPHOTERICIN B
11582,AMPHOTERICIN B treats SPOROTRICHOSIS,treats,0.9838699100999068,"146 ,   429 ,   436  IV AMPHOTERICIN B is the drug of choice for initial treatment of severe, life threatening sporotrichosis and whenever SPOROTRICHOSIS is disseminated or has CNS involvement.",SPOROTRICHOSIS,AMPHOTERICIN B
11583,PROPANTHELINE treats IBS,treats,0.961074462327142,"Antispasmodics, primarily anticholinergic agents (e.g., dicyclomine hydrochloride, clidinium bromide, hyoscyamine, PROPANTHELINE or belladonna alkaloids), can treat cramping abdominal discomfort or the symptoms of IBS that accompany UC and CD.",IBS,PROPANTHELINE
11584,PROPANTHELINE treats IBS,treats,0.961074462327142,"Antispasmodics, primarily anticholinergic agents (e.g., dicyclomine hydrochloride, clidinium bromide, hyoscyamine, PROPANTHELINE or belladonna alkaloids), can treat cramping abdominal discomfort or the symptoms of IBS that accompany UC and CD.",IBS,PROPANTHELINE
11585,PROPANTHELINE treats IBS,treats,0.961074462327142,"Antispasmodics, primarily anticholinergic agents (e.g., dicyclomine hydrochloride, clidinium bromide, hyoscyamine, PROPANTHELINE or belladonna alkaloids), can treat cramping abdominal discomfort or the symptoms of IBS that accompany UC and CD.",IBS,PROPANTHELINE
11586,PROPANTHELINE treats IBS,treats,0.961074462327142,"Antispasmodics, primarily anticholinergic agents (e.g., dicyclomine hydrochloride, clidinium bromide, hyoscyamine, PROPANTHELINE or belladonna alkaloids), can treat cramping abdominal discomfort or the symptoms of IBS that accompany UC and CD.",IBS,PROPANTHELINE
11587,PROPANTHELINE treats IBS,treats,0.961074462327142,"Antispasmodics, primarily anticholinergic agents (e.g., dicyclomine hydrochloride, clidinium bromide, hyoscyamine, PROPANTHELINE or belladonna alkaloids), can treat cramping abdominal discomfort or the symptoms of IBS that accompany UC and CD.",IBS,PROPANTHELINE
11588,PROPANTHELINE treats IBS,treats,0.961074462327142,"Antispasmodics, primarily anticholinergic agents (e.g., dicyclomine hydrochloride, clidinium bromide, hyoscyamine, PROPANTHELINE or belladonna alkaloids), can treat cramping abdominal discomfort or the symptoms of IBS that accompany UC and CD.",IBS,PROPANTHELINE
11589,PROPANTHELINE treats IBS,treats,0.961074462327142,"Antispasmodics, primarily anticholinergic agents (e.g., dicyclomine hydrochloride, clidinium bromide, hyoscyamine, PROPANTHELINE or belladonna alkaloids), can treat cramping abdominal discomfort or the symptoms of IBS that accompany UC and CD.",IBS,PROPANTHELINE
11590,AMOXICILLIN treats ACUTE UNCOMPLICATED MAXILLARY SINUSITIS,treats,1.0,"Russell MD, Nolen T, Allen JM et al. Cefprozil versus AMOXICILLIN/clavulanate in the treatment of ACUTE UNCOMPLICATED MAXILLARY SINUSITIS in adults; a randomized, prospective clinical trial.",ACUTE UNCOMPLICATED MAXILLARY SINUSITIS,AMOXICILLIN
11591,AMOXICILLIN treats ACUTE UNCOMPLICATED MAXILLARY SINUSITIS,treats,1.0,"Russell MD, Nolen T, Allen JM et al. Cefprozil versus AMOXICILLIN/clavulanate in the treatment of ACUTE UNCOMPLICATED MAXILLARY SINUSITIS in adults; a randomized, prospective clinical trial.",ACUTE UNCOMPLICATED MAXILLARY SINUSITIS,AMOXICILLIN
11592,AMOXICILLIN treats ACUTE UNCOMPLICATED MAXILLARY SINUSITIS,treats,1.0,"Russell MD, Nolen T, Allen JM et al. Cefprozil versus AMOXICILLIN/clavulanate in the treatment of ACUTE UNCOMPLICATED MAXILLARY SINUSITIS in adults; a randomized, prospective clinical trial.",ACUTE UNCOMPLICATED MAXILLARY SINUSITIS,AMOXICILLIN
11593,AMOXICILLIN treats ACUTE UNCOMPLICATED MAXILLARY SINUSITIS,treats,1.0,"Russell MD, Nolen T, Allen JM et al. Cefprozil versus AMOXICILLIN/clavulanate in the treatment of ACUTE UNCOMPLICATED MAXILLARY SINUSITIS in adults; a randomized, prospective clinical trial.",ACUTE UNCOMPLICATED MAXILLARY SINUSITIS,AMOXICILLIN
11594,AMOXICILLIN treats ACUTE UNCOMPLICATED MAXILLARY SINUSITIS,treats,1.0,"Russell MD, Nolen T, Allen JM et al. Cefprozil versus AMOXICILLIN/clavulanate in the treatment of ACUTE UNCOMPLICATED MAXILLARY SINUSITIS in adults; a randomized, prospective clinical trial.",ACUTE UNCOMPLICATED MAXILLARY SINUSITIS,AMOXICILLIN
11595,AMOXICILLIN treats ACUTE UNCOMPLICATED MAXILLARY SINUSITIS,treats,1.0,"Russell MD, Nolen T, Allen JM et al. Cefprozil versus AMOXICILLIN/clavulanate in the treatment of ACUTE UNCOMPLICATED MAXILLARY SINUSITIS in adults; a randomized, prospective clinical trial.",ACUTE UNCOMPLICATED MAXILLARY SINUSITIS,AMOXICILLIN
11596,AMOXICILLIN treats ACUTE UNCOMPLICATED MAXILLARY SINUSITIS,treats,1.0,"Russell MD, Nolen T, Allen JM et al. Cefprozil versus AMOXICILLIN/clavulanate in the treatment of ACUTE UNCOMPLICATED MAXILLARY SINUSITIS in adults; a randomized, prospective clinical trial.",ACUTE UNCOMPLICATED MAXILLARY SINUSITIS,AMOXICILLIN
11597,NAPROXEN treats OSTEOARTHRITIS,treats,0.993127066322842,"of intraarticular hyaluronan in osteoarthritis of the knee  Comparison of the analgesic efficacy and safety of nonprescription doses of naproxen sodium and ibuprofen in the treatment of osteoarthritis of the knee  Lancet  Comparison of lumiracoxib with NAPROXEN and ibuprofen in the Therapeutic Arthritis Research and Gastrointestinal Event Trial (TARGET), cardiovascular outcomes: randomised controlled trial  Pathogenesis and management of pain in OSTEOARTHRITIS  Acupuncture in patients with osteoarthritis of the knee: a randomised trial  Assessment of upper gastrointestinal safety of etoricoxib and diclofenac in patients with osteoarthritis and rheumatoid arthritis in the Multinational Etoricoxib and Diclofenac Arthritis.",OSTEOARTHRITIS,NAPROXEN
11598,NAPROXEN treats OSTEOARTHRITIS,treats,0.993127066322842,"of intraarticular hyaluronan in osteoarthritis of the knee  Comparison of the analgesic efficacy and safety of nonprescription doses of naproxen sodium and ibuprofen in the treatment of osteoarthritis of the knee  Lancet  Comparison of lumiracoxib with NAPROXEN and ibuprofen in the Therapeutic Arthritis Research and Gastrointestinal Event Trial (TARGET), cardiovascular outcomes: randomised controlled trial  Pathogenesis and management of pain in OSTEOARTHRITIS  Acupuncture in patients with osteoarthritis of the knee: a randomised trial  Assessment of upper gastrointestinal safety of etoricoxib and diclofenac in patients with osteoarthritis and rheumatoid arthritis in the Multinational Etoricoxib and Diclofenac Arthritis.",OSTEOARTHRITIS,NAPROXEN
11599,NAPROXEN treats OSTEOARTHRITIS,treats,0.993127066322842,"of intraarticular hyaluronan in osteoarthritis of the knee  Comparison of the analgesic efficacy and safety of nonprescription doses of naproxen sodium and ibuprofen in the treatment of osteoarthritis of the knee  Lancet  Comparison of lumiracoxib with NAPROXEN and ibuprofen in the Therapeutic Arthritis Research and Gastrointestinal Event Trial (TARGET), cardiovascular outcomes: randomised controlled trial  Pathogenesis and management of pain in OSTEOARTHRITIS  Acupuncture in patients with osteoarthritis of the knee: a randomised trial  Assessment of upper gastrointestinal safety of etoricoxib and diclofenac in patients with osteoarthritis and rheumatoid arthritis in the Multinational Etoricoxib and Diclofenac Arthritis.",OSTEOARTHRITIS,NAPROXEN
11600,OSTEOARTHRITIS treats NAPROXEN,treats,0.993127066322842,"of intraarticular hyaluronan in osteoarthritis of the knee  Comparison of the analgesic efficacy and safety of nonprescription doses of naproxen sodium and ibuprofen in the treatment of osteoarthritis of the knee  Lancet  Comparison of lumiracoxib with NAPROXEN and ibuprofen in the Therapeutic Arthritis Research and Gastrointestinal Event Trial (TARGET), cardiovascular outcomes: randomised controlled trial  Pathogenesis and management of pain in OSTEOARTHRITIS  Acupuncture in patients with osteoarthritis of the knee: a randomised trial  Assessment of upper gastrointestinal safety of etoricoxib and diclofenac in patients with osteoarthritis and rheumatoid arthritis in the Multinational Etoricoxib and Diclofenac Arthritis.",OSTEOARTHRITIS,NAPROXEN
11601,no_relation,treats,0.993127066322842,"of intraarticular hyaluronan in osteoarthritis of the knee  Comparison of the analgesic efficacy and safety of nonprescription doses of naproxen sodium and ibuprofen in the treatment of osteoarthritis of the knee  Lancet  Comparison of lumiracoxib with NAPROXEN and ibuprofen in the Therapeutic Arthritis Research and Gastrointestinal Event Trial (TARGET), cardiovascular outcomes: randomised controlled trial  Pathogenesis and management of pain in OSTEOARTHRITIS  Acupuncture in patients with osteoarthritis of the knee: a randomised trial  Assessment of upper gastrointestinal safety of etoricoxib and diclofenac in patients with osteoarthritis and rheumatoid arthritis in the Multinational Etoricoxib and Diclofenac Arthritis.",OSTEOARTHRITIS,NAPROXEN
11602,NAPROXEN treats OSTEOARTHRITIS,treats,0.993127066322842,"of intraarticular hyaluronan in osteoarthritis of the knee  Comparison of the analgesic efficacy and safety of nonprescription doses of naproxen sodium and ibuprofen in the treatment of osteoarthritis of the knee  Lancet  Comparison of lumiracoxib with NAPROXEN and ibuprofen in the Therapeutic Arthritis Research and Gastrointestinal Event Trial (TARGET), cardiovascular outcomes: randomised controlled trial  Pathogenesis and management of pain in OSTEOARTHRITIS  Acupuncture in patients with osteoarthritis of the knee: a randomised trial  Assessment of upper gastrointestinal safety of etoricoxib and diclofenac in patients with osteoarthritis and rheumatoid arthritis in the Multinational Etoricoxib and Diclofenac Arthritis.",OSTEOARTHRITIS,NAPROXEN
11603,NAPROXEN treats OSTEOARTHRITIS,treats,0.993127066322842,"of intraarticular hyaluronan in osteoarthritis of the knee  Comparison of the analgesic efficacy and safety of nonprescription doses of naproxen sodium and ibuprofen in the treatment of osteoarthritis of the knee  Lancet  Comparison of lumiracoxib with NAPROXEN and ibuprofen in the Therapeutic Arthritis Research and Gastrointestinal Event Trial (TARGET), cardiovascular outcomes: randomised controlled trial  Pathogenesis and management of pain in OSTEOARTHRITIS  Acupuncture in patients with osteoarthritis of the knee: a randomised trial  Assessment of upper gastrointestinal safety of etoricoxib and diclofenac in patients with osteoarthritis and rheumatoid arthritis in the Multinational Etoricoxib and Diclofenac Arthritis.",OSTEOARTHRITIS,NAPROXEN
11604,DERMATOPHYTE TOE ONYCHOMYCOSIS treats CICLOPIROX NAIL LACQUER SOLUTION,treats,0.9970544855015808,Pharmacoeconomic analysis of CICLOPIROX NAIL LACQUER SOLUTION 8% and the new oral antifungal agents used to treat DERMATOPHYTE TOE ONYCHOMYCOSIS in the United States.,DERMATOPHYTE TOE ONYCHOMYCOSIS,CICLOPIROX NAIL LACQUER SOLUTION
